,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD),lien,Database Operations,Memory Read Cached,Memory Read Uncached,Memory Write,Latency,Memory Threaded
414,Crucial Technology BLS16G4D32AESC.M16FE 16GB,28,18.3,15.4,$89.99,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D32AESE.M16FE+16GB&id=13090,"5,712 KOps/Sec","32,424 MBytes/Sec","19,882 MBytes/Sec","14,564 MBytes/Sec",40 ns (lower is better),"42,920 MBytes/Sec"
415,Crucial Technology BLS16G4D32AESE.M16FE 16GB,26,19.1,16.5,$94.49*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D32AEST.M16FE+16GB&id=13223,"6,124 KOps/Sec","32,241 MBytes/Sec","18,951 MBytes/Sec","14,384 MBytes/Sec",38 ns (lower is better),"46,407 MBytes/Sec"
416,Crucial Technology BLS16G4D32AEST.M16FE 16GB,27,18.9,15.8,$77.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4S240FSD.16FAD+16GB&id=9200,"1,908 KOps/Sec","14,296 MBytes/Sec","10,922 MBytes/Sec","8,936 MBytes/Sec",50 ns (lower is better),"23,312 MBytes/Sec"
417,Crucial Technology BLS16G4S240FSD.16FAD 16GB,50,10.3,8.4,$79.95*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4S240FSD.16FBD+16GB&id=9845,"3,088 KOps/Sec","23,289 MBytes/Sec","14,897 MBytes/Sec","11,912 MBytes/Sec",41 ns (lower is better),"28,295 MBytes/Sec"
418,Crucial Technology BLS16G4S26BFSD.16FBD 16GB,36,14.9,12.1,$67.00,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4S26BFSD.16FD+16GB&id=11899,"3,680 KOps/Sec","25,748 MBytes/Sec","15,336 MBytes/Sec","12,605 MBytes/Sec",40 ns (lower is better),"29,155 MBytes/Sec"
419,Crucial Technology BLS4G4D240FSA.8FAD 4GB,28,12.8,10.2,$27.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4D240FSA.8FADG+4GB&id=7799,"3,348 KOps/Sec","27,074 MBytes/Sec","16,024 MBytes/Sec","11,581 MBytes/Sec",34 ns (lower is better),"26,712 MBytes/Sec"
420,Crucial Technology BLS4G4D240FSA.M8FADM 4GB,40,13.9,10.8,$68.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4D240FSB.8FADG+4GB&id=7833,"3,334 KOps/Sec","21,224 MBytes/Sec","14,348 MBytes/Sec","10,422 MBytes/Sec",39 ns (lower is better),"31,257 MBytes/Sec"
421,Crucial Technology BLS4G4D240FSB.8FADG 4GB,34,14.3,11.2,$39.00*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4D240FSB.8FAR+4GB&id=8233,NA,"25,237 MBytes/Sec","16,263 MBytes/Sec","12,815 MBytes/Sec",23 ns (lower is better),NA
422,Crucial Technology BLS4G4D240FSC.8FARG 4GB,29,18.0,13.0,$26.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4D240FSC.8FBD+4GB&id=9691,"3,882 KOps/Sec","29,014 MBytes/Sec","17,398 MBytes/Sec","11,061 MBytes/Sec",44 ns (lower is better),"33,475 MBytes/Sec"
423,Crucial Technology BLS4G4D240FSE.8FAR 4GB,24,15.1,10.8,$74.07*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4D240FSE.8FBD+4GB&id=9016,"3,332 KOps/Sec","27,994 MBytes/Sec","16,610 MBytes/Sec","11,048 MBytes/Sec",41 ns (lower is better),"33,180 MBytes/Sec"
424,Crucial Technology BLS4G4D240FSE.8FBD 4GB,30,16.5,11.9,$18.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4D240FSE.8FBD2+4GB&id=10864,"3,058 KOps/Sec","26,957 MBytes/Sec","16,394 MBytes/Sec","9,431 MBytes/Sec",49 ns (lower is better),"29,857 MBytes/Sec"
425,Crucial Technology BLS4G4D26BFSB.8FBD2 4GB,33,15.9,12.6,$36.97*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4D26BFSB.8FBR2+4GB&id=11252,"4,868 KOps/Sec","29,111 MBytes/Sec","17,569 MBytes/Sec","13,481 MBytes/Sec",26 ns (lower is better),"32,274 MBytes/Sec"
426,Crucial Technology BLS4G4D26BFSB.8FBR2 4GB,21,17.7,13.6,$115.37*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4D26BFSB.8FD2+4GB&id=13136,NA,"35,629 MBytes/Sec","21,129 MBytes/Sec","16,689 MBytes/Sec",18 ns (lower is better),NA
427,Crucial Technology BLS4G4S240FSD.8FAR 4GB,28,15.5,11.4,$18.00*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4S240FSD.8FBD+4GB&id=9830,NA,"18,316 MBytes/Sec","11,001 MBytes/Sec","6,580 MBytes/Sec",31 ns (lower is better),NA
428,Crucial Technology BLS4G4S240FSD.M8FADM 4GB,25,15.4,12.5,$19.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4S26BFSD.8FBD2+4GB&id=13185,"1,524 KOps/Sec","24,222 MBytes/Sec","14,918 MBytes/Sec","8,547 MBytes/Sec",71 ns (lower is better),"27,459 MBytes/Sec"
429,Crucial Technology BLS4G4S26BFSD.8FBD2 4GB,69,16.1,8.5,$18.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS4G4S26BFSD.8FBR2+4GB&id=12413,NA,"21,935 MBytes/Sec","15,286 MBytes/Sec","11,591 MBytes/Sec",27 ns (lower is better),NA
430,Crucial Technology BLS4G4S26BFSD.8FBR2 4GB,27,15.3,11.6,$85.35*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D240FSA.16FAD+8GB&id=6593,"4,048 KOps/Sec","25,177 MBytes/Sec","14,116 MBytes/Sec","11,896 MBytes/Sec",35 ns (lower is better),"35,552 MBytes/Sec"
431,Crucial Technology BLS8G4D240FSA.16FAD 8GB,36,13.7,11.4,$134.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D240FSA.16FADG+8GB&id=7963,"3,724 KOps/Sec","22,285 MBytes/Sec","13,691 MBytes/Sec","10,111 MBytes/Sec",37 ns (lower is better),"29,365 MBytes/Sec"
432,Crucial Technology BLS8G4D240FSA.M16FAD 8GB,38,14.5,11.0,$134.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D240FSB.16FADG+8GB&id=8182,"3,158 KOps/Sec","22,242 MBytes/Sec","14,262 MBytes/Sec","11,754 MBytes/Sec",31 ns (lower is better),"27,541 MBytes/Sec"
433,Crucial Technology BLS8G4D240FSB.16FADG 8GB,26,15.3,11.6,$125.28*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D240FSB.16FAR+8GB&id=7701,"4,464 KOps/Sec","27,671 MBytes/Sec","13,951 MBytes/Sec","10,271 MBytes/Sec",36 ns (lower is better),"30,240 MBytes/Sec"
434,Crucial Technology BLS8G4D240FSC.16FARG 8GB,33,16.5,12.1,$54.97,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D240FSC.16FBD+8GB&id=9150,"3,736 KOps/Sec","29,106 MBytes/Sec","17,648 MBytes/Sec","12,823 MBytes/Sec",34 ns (lower is better),"30,017 MBytes/Sec"
435,Crucial Technology BLS8G4D240FSE.16FAR 8GB,23,16.8,11.8,$160.24,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D240FSE.16FBD+8GB&id=9250,"3,748 KOps/Sec","27,601 MBytes/Sec","16,389 MBytes/Sec","11,732 MBytes/Sec",40 ns (lower is better),"29,816 MBytes/Sec"
436,Crucial Technology BLS8G4D26BFSB.16FBD2 8GB,30,17.1,13.3,$130.98*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D26BFSB.16FBR2+8GB&id=10724,"5,551 KOps/Sec","30,654 MBytes/Sec","19,136 MBytes/Sec","13,531 MBytes/Sec",31 ns (lower is better),"37,320 MBytes/Sec"
437,Crucial Technology BLS8G4D26BFSC.16FB 8GB,30,18.2,14.9,$44.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D26BFSC.16FBD2+8GB&id=11330,"3,950 KOps/Sec","25,804 MBytes/Sec","15,415 MBytes/Sec","10,464 MBytes/Sec",48 ns (lower is better),"35,734 MBytes/Sec"
438,Crucial Technology BLS8G4D26BFSE.16FB 8GB,24,14.3,7.0,$84.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D26BFSE.16FBD2+8GB&id=11162,"4,107 KOps/Sec","28,142 MBytes/Sec","16,939 MBytes/Sec","12,043 MBytes/Sec",42 ns (lower is better),"35,555 MBytes/Sec"
439,Crucial Technology BLS8G4D26BFSTK.8FD 8GB,28,17.8,14.0,$32.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D30AESBK.M8FE+8GB&id=13252,"4,651 KOps/Sec","30,540 MBytes/Sec","18,507 MBytes/Sec","11,923 MBytes/Sec",40 ns (lower is better),"39,403 MBytes/Sec"
440,Crucial Technology BLS8G4D30AESBK.M8FE 8GB,28,18.6,14.7,$146.01*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D30AESCK.M8FE+8GB&id=13318,"4,654 KOps/Sec","30,535 MBytes/Sec","18,442 MBytes/Sec","11,803 MBytes/Sec",42 ns (lower is better),"39,561 MBytes/Sec"
441,Crucial Technology BLS8G4D30AESCK.M8FE 8GB,29,18.2,14.9,$137.87,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D30AESEK.M8FE+8GB&id=13088,"4,944 KOps/Sec","31,151 MBytes/Sec","18,890 MBytes/Sec","12,731 MBytes/Sec",39 ns (lower is better),"40,160 MBytes/Sec"
442,Crucial Technology BLS8G4D30AESEK.M8FE 8GB,27,18.8,15.5,$124.80*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D30AESEK.M8FE1+8GB&id=14044,"4,519 KOps/Sec","30,982 MBytes/Sec","17,310 MBytes/Sec","11,748 MBytes/Sec",36 ns (lower is better),"38,926 MBytes/Sec"
443,Crucial Technology BLS8G4D30BESBK.8FB 8GB,29,16.8,12.6,$130.00*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D30BESBK.8FD+8GB&id=12676,"3,983 KOps/Sec","29,094 MBytes/Sec","17,677 MBytes/Sec","10,493 MBytes/Sec",45 ns (lower is better),"37,533 MBytes/Sec"
444,Crucial Technology BLS8G4D30CESTK.8FD 8GB,32,16.0,13.2,$38.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D32AESBK.M8FE+8GB&id=13082,"4,564 KOps/Sec","31,025 MBytes/Sec","18,405 MBytes/Sec","11,883 MBytes/Sec",39 ns (lower is better),"39,533 MBytes/Sec"
445,Crucial Technology BLS8G4D32AESBK.M8FE 8GB,27,18.7,15.3,$39.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D32AESBK.M8FE1+8GB&id=13896,"4,782 KOps/Sec","30,809 MBytes/Sec","18,344 MBytes/Sec","11,907 MBytes/Sec",38 ns (lower is better),"40,554 MBytes/Sec"
446,Crucial Technology BLS8G4D32AESCK.M8FE 8GB,29,17.2,13.2,$150.98*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D32AESCK.M8FE1+8GB&id=14000,"5,115 KOps/Sec","31,096 MBytes/Sec","18,661 MBytes/Sec","12,052 MBytes/Sec",38 ns (lower is better),"43,134 MBytes/Sec"
447,Crucial Technology BLS8G4D32AESEK.M8FE 8GB,28,20.9,16.1,$142.39,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D32AESEK.M8FE1+8GB&id=13844,"4,635 KOps/Sec","30,772 MBytes/Sec","18,143 MBytes/Sec","11,192 MBytes/Sec",42 ns (lower is better),"41,804 MBytes/Sec"
448,Crucial Technology BLS8G4D32AESTK.M8FE 8GB,30,17.4,14.4,$38.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4D32AESTK.M8FE1+8GB&id=14226,"4,592 KOps/Sec","31,236 MBytes/Sec","16,395 MBytes/Sec","11,888 MBytes/Sec",40 ns (lower is better),"35,291 MBytes/Sec"
449,Crucial Technology BLS8G4S240FSD.16FAR 8GB,25,15.5,12.7,$94.37*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4S240FSD.16FBD+8GB&id=9467,"3,361 KOps/Sec","23,838 MBytes/Sec","15,528 MBytes/Sec","12,596 MBytes/Sec",33 ns (lower is better),"28,493 MBytes/Sec"
450,Crucial Technology BLS8G4S26BFSD.16FBD2 8GB,25,15.4,11.9,$117.77,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS8G4S26BFSD.16FBR2+8GB&id=11239,NA,"22,307 MBytes/Sec","14,472 MBytes/Sec","11,351 MBytes/Sec",30 ns (lower is better),NA
451,Crucial Technology BLT16G4D30AETA.K16FB 16GB,30,17.3,14.2,$277.72*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLT16G4D30BET4.C16FD+16GB&id=12659,"6,118 KOps/Sec","31,917 MBytes/Sec","19,549 MBytes/Sec","13,504 MBytes/Sec",38 ns (lower is better),"53,361 MBytes/Sec"
452,Crucial Technology BLT4G4D26AFTA.8FADG 4GB,23,16.5,12.6,$33.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLT4G4D26AFTA.8FBD+4GB&id=10752,"4,733 KOps/Sec","27,672 MBytes/Sec","18,063 MBytes/Sec","13,411 MBytes/Sec",35 ns (lower is better),"32,237 MBytes/Sec"
453,Crucial Technology BLT4G4D30AETA.K8FE 4GB,20,18.5,14.3,$34.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLT8G4D26AFTA.16FAD+8GB&id=8198,"4,920 KOps/Sec","28,013 MBytes/Sec","17,220 MBytes/Sec","13,032 MBytes/Sec",40 ns (lower is better),"32,879 MBytes/Sec"
454,Crucial Technology BLT8G4D26AFTA.16FAD 8GB,36,15.6,12.5,$39.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLT8G4D26AFTA.16FBD+8GB&id=9782,"4,279 KOps/Sec","28,787 MBytes/Sec","17,676 MBytes/Sec","12,423 MBytes/Sec",42 ns (lower is better),"36,780 MBytes/Sec"
455,Crucial Technology BLT8G4D30AETA.K16FD 8GB,17,20.8,16.8,$82.39*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLT8G4D30AETA.K16FE+8GB&id=9232,"4,220 KOps/Sec","29,746 MBytes/Sec","17,801 MBytes/Sec","12,909 MBytes/Sec",38 ns (lower is better),"36,118 MBytes/Sec"
456,Crucial Technology BLT8G4D30AETA.K16FE 8GB,28,18.2,13.7,$59.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLT8G4D30BET4K.C8FD+8GB&id=12436,"4,842 KOps/Sec","31,555 MBytes/Sec","18,523 MBytes/Sec","12,143 MBytes/Sec",39 ns (lower is better),"39,804 MBytes/Sec"
457,Crucial Technology BLT8G4D30BET4K.C8FD 8GB,31,17.1,13.9,$37.70*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLT8G4D32AET4K.M8FE1+8GB&id=14012,"4,705 KOps/Sec","30,330 MBytes/Sec","17,743 MBytes/Sec","11,347 MBytes/Sec",40 ns (lower is better),"38,759 MBytes/Sec"
458,Crucial Technology CB8GS2400.C8D 8GB,89,13.6,6.8,$43.97*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CB8GS2400.C8ET+8GB&id=13004,"2,888 KOps/Sec","28,083 MBytes/Sec","15,664 MBytes/Sec","12,483 MBytes/Sec",35 ns (lower is better),"28,946 MBytes/Sec"
459,Crucial Technology CT16G4DFD8213.16FDD1 16GB,76,13.6,6.4,$88.16*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD8213.C16FAD+16GB&id=9470,"3,402 KOps/Sec","27,442 MBytes/Sec","16,015 MBytes/Sec","11,527 MBytes/Sec",36 ns (lower is better),"28,466 MBytes/Sec"
460,Crucial Technology CT16G4DFD8213.C16FAD 16GB,35,16.4,11.6,$109.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD8213.C16FBD+16GB&id=9284,"3,543 KOps/Sec","29,349 MBytes/Sec","16,919 MBytes/Sec","11,265 MBytes/Sec",40 ns (lower is better),"25,920 MBytes/Sec"
461,Crucial Technology CT16G4DFD8213.C16FBD 16GB,33,16.3,10.9,$63.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD8213.C16FBR+16GB&id=10663,"4,180 KOps/Sec","25,197 MBytes/Sec","14,487 MBytes/Sec","10,914 MBytes/Sec",37 ns (lower is better),"27,551 MBytes/Sec"
462,Crucial Technology CT16G4DFD8213.M16FA 16GB,30,14.9,10.0,$69.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD8213.M16FB+16GB&id=8796,"3,076 KOps/Sec","26,540 MBytes/Sec","14,858 MBytes/Sec","10,469 MBytes/Sec",40 ns (lower is better),"28,058 MBytes/Sec"
463,Crucial Technology CT16G4DFD8213.M16FB 16GB,25,16.1,11.3,$58.70*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD824A.C16FAD+16GB&id=10047,"4,234 KOps/Sec","29,305 MBytes/Sec","16,068 MBytes/Sec","12,240 MBytes/Sec",36 ns (lower is better),"28,597 MBytes/Sec"
464,Crucial Technology CT16G4DFD824A.C16FAD 16GB,34,16.7,12.4,$217.35*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD824A.C16FBD+16GB&id=9153,"4,062 KOps/Sec","27,949 MBytes/Sec","15,231 MBytes/Sec","11,481 MBytes/Sec",39 ns (lower is better),"31,491 MBytes/Sec"
465,Crucial Technology CT16G4DFD824A.C16FBD 16GB,34,15.5,11.7,$96.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD824A.C16FBR+16GB&id=9509,"3,144 KOps/Sec","27,546 MBytes/Sec","15,534 MBytes/Sec","10,009 MBytes/Sec",40 ns (lower is better),"26,549 MBytes/Sec"
466,Crucial Technology CT16G4DFD8266.C16FD1 16GB,35,16.3,13.5,$435.34*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD8266.C16FE+16GB&id=13010,"5,136 KOps/Sec","29,933 MBytes/Sec","15,552 MBytes/Sec","12,254 MBytes/Sec",42 ns (lower is better),"36,843 MBytes/Sec"
467,Crucial Technology CT16G4DFD832A.C16FJ 16GB,35,16.4,16.0,$86.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFD832A.C16FN+16GB&id=15937,"5,931 KOps/Sec","32,474 MBytes/Sec","18,305 MBytes/Sec","14,732 MBytes/Sec",36 ns (lower is better),"38,936 MBytes/Sec"
468,Crucial Technology CT16G4DFD832A.M16FJ 16GB,31,15.9,14.7,$61.97*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFRA266.C16FP+16GB&id=16723,"4,650 KOps/Sec","30,522 MBytes/Sec","17,141 MBytes/Sec","12,337 MBytes/Sec",43 ns (lower is better),"34,002 MBytes/Sec"
469,Crucial Technology CT16G4DFRA266.C8FB 16GB,35,16.2,13.2,$63.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFRA266.C8FE+16GB&id=15447,"5,441 KOps/Sec","32,206 MBytes/Sec","16,668 MBytes/Sec","12,559 MBytes/Sec",36 ns (lower is better),"34,550 MBytes/Sec"
470,Crucial Technology CT16G4DFRA32A.C16FP 16GB,37,21.1,15.9,$67.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFRA32A.C16FR+16GB&id=18728,"6,282 KOps/Sec","33,644 MBytes/Sec","21,912 MBytes/Sec","15,118 MBytes/Sec",41 ns (lower is better),"37,937 MBytes/Sec"
471,Crucial Technology CT16G4DFRA32A.C8FE 16GB,31,18.1,14.8,$67.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFRA32A.M16FE+16GB&id=19867,"6,378 KOps/Sec","34,073 MBytes/Sec","21,193 MBytes/Sec","15,390 MBytes/Sec",44 ns (lower is better),"40,920 MBytes/Sec"
472,Crucial Technology CT16G4DFS8266.C8FB 16GB,27,17.3,14.6,$77.43*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFS8266.C8FE+16GB&id=16329,"4,126 KOps/Sec","30,023 MBytes/Sec","17,236 MBytes/Sec","13,693 MBytes/Sec",29 ns (lower is better),"32,463 MBytes/Sec"
473,Crucial Technology CT16G4DFS832A.C8FE 16GB,34,20.0,13.8,$220.60*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4DFS832A.M8FF+16GB&id=19769,"7,658 KOps/Sec","37,572 MBytes/Sec","21,572 MBytes/Sec","15,098 MBytes/Sec",40 ns (lower is better),"45,782 MBytes/Sec"
474,Crucial Technology CT16G4SFD8213.C16FAD 16GB,41,12.2,9.7,$36.96,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD8213.C16FBD+16GB&id=9085,"3,235 KOps/Sec","24,198 MBytes/Sec","14,553 MBytes/Sec","11,014 MBytes/Sec",42 ns (lower is better),"25,850 MBytes/Sec"
475,Crucial Technology CT16G4SFD8213.C16FBD 16GB,35,14.0,10.9,$63.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD8213.C16FBR+16GB&id=9315,"3,045 KOps/Sec","22,751 MBytes/Sec","13,852 MBytes/Sec","11,108 MBytes/Sec",40 ns (lower is better),"25,371 MBytes/Sec"
476,Crucial Technology CT16G4SFD8213.M16FA 16GB,26,15.4,11.4,$51.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD8213.M16FB+16GB&id=8901,NA,"17,755 MBytes/Sec","13,726 MBytes/Sec","10,946 MBytes/Sec",28 ns (lower is better),NA
477,Crucial Technology CT16G4SFD8213.M16FB 16GB,28,13.7,10.9,$62.33*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD824A.C16FBD+16GB&id=10205,"2,790 KOps/Sec","22,595 MBytes/Sec","14,575 MBytes/Sec","12,212 MBytes/Sec",40 ns (lower is better),"27,451 MBytes/Sec"
478,Crucial Technology CT16G4SFD824A.C16FBD 16GB,38,14.3,12.1,$119.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD824A.C16FBR+16GB&id=9356,"2,916 KOps/Sec","23,937 MBytes/Sec","14,677 MBytes/Sec","12,218 MBytes/Sec",37 ns (lower is better),"27,572 MBytes/Sec"
479,Crucial Technology CT16G4SFD824A.C16FBR 16GB,36,14.9,12.2,$112.81*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD824A.C16FDD+16GB&id=11693,"2,754 KOps/Sec","22,893 MBytes/Sec","14,388 MBytes/Sec","11,328 MBytes/Sec",48 ns (lower is better),"28,720 MBytes/Sec"
480,Crucial Technology CT16G4SFD824A.M16FA 16GB,25,15.9,12.9,$81.77*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD824A.M16FB+16GB&id=11219,"2,852 KOps/Sec","23,677 MBytes/Sec","15,289 MBytes/Sec","12,242 MBytes/Sec",38 ns (lower is better),"28,771 MBytes/Sec"
481,Crucial Technology CT16G4SFD8266 16GB,34,12.7,8.9,$109.00*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD8266.16FE1+16GB&id=15689,"4,841 KOps/Sec","29,258 MBytes/Sec","15,600 MBytes/Sec","13,741 MBytes/Sec",53 ns (lower is better),"34,614 MBytes/Sec"
482,Crucial Technology CT16G4SFD8266.16FE1 16GB,53,15.6,13.7,$215.88,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD8266.C16FD1+16GB&id=12202,"3,643 KOps/Sec","26,266 MBytes/Sec","15,723 MBytes/Sec","12,880 MBytes/Sec",40 ns (lower is better),"31,886 MBytes/Sec"
483,Crucial Technology CT16G4SFD8266.C16FD1 16GB,36,16.1,14.0,$66.34*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD8266.C16FE+16GB&id=13244,"3,320 KOps/Sec","24,486 MBytes/Sec","14,752 MBytes/Sec","13,189 MBytes/Sec",39 ns (lower is better),"31,205 MBytes/Sec"
484,Crucial Technology CT16G4SFD832A.M16FJ 16GB,32,16.9,15.3,$79.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFD832A.M16FRS+16GB&id=16412,"4,560 KOps/Sec","29,056 MBytes/Sec","17,726 MBytes/Sec","13,170 MBytes/Sec",52 ns (lower is better),"41,236 MBytes/Sec"
485,Crucial Technology CT16G4SFRA266.C16FJ 16GB,30,17.0,15.1,$38.75,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFRA266.C16FR+16GB&id=18564,"3,484 KOps/Sec","24,116 MBytes/Sec","13,761 MBytes/Sec","13,818 MBytes/Sec",41 ns (lower is better),"31,381 MBytes/Sec"
486,Crucial Technology CT16G4SFRA266.C8FB 16GB,40,14.3,12.5,$63.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFRA266.C8FE+16GB&id=15257,"3,626 KOps/Sec","26,499 MBytes/Sec","15,327 MBytes/Sec","12,151 MBytes/Sec",41 ns (lower is better),"31,711 MBytes/Sec"
487,Crucial Technology CT16G4SFRA266.C8FE 16GB,34,15.9,13.4,$63.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFRA266.M16FR+16GB&id=17449,"5,223 KOps/Sec","29,923 MBytes/Sec","16,447 MBytes/Sec","14,461 MBytes/Sec",31 ns (lower is better),"33,421 MBytes/Sec"
488,Crucial Technology CT16G4SFRA32A.C16FJ 16GB,51,16.1,14.7,$36.28,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFRA32A.C16FN+16GB&id=19366,"4,479 KOps/Sec","28,535 MBytes/Sec","17,178 MBytes/Sec","12,252 MBytes/Sec",57 ns (lower is better),"34,300 MBytes/Sec"
489,Crucial Technology CT16G4SFRA32A.C8FB 16GB,38,15.6,13.4,$67.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFRA32A.C8FE+16GB&id=15142,"4,687 KOps/Sec","29,512 MBytes/Sec","17,402 MBytes/Sec","12,035 MBytes/Sec",45 ns (lower is better),"40,214 MBytes/Sec"
490,Crucial Technology CT16G4SFRA32A.C8FE 16GB,43,16.1,13.6,$67.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G4SFRA32A.C8FF+16GB&id=19180,"4,743 KOps/Sec","29,641 MBytes/Sec","17,272 MBytes/Sec","12,740 MBytes/Sec",49 ns (lower is better),"40,233 MBytes/Sec"
