,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD),lien,Database Operations,Memory Read Cached,Memory Read Uncached,Memory Write,Latency,Memory Threaded
248,Corsair CMR16GX4M2A2666C16 8GB,30,17.2,13.0,$476.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2C+8GB&id=13282,NA,NA,NA,NA,NA,NA
249,Corsair CMR16GX4M2C 8GB,66,11.4,7.2,$115.30*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2C3000C15+8GB&id=10447,"4,640 KOps/Sec","31,103 MBytes/Sec","17,902 MBytes/Sec","12,280 MBytes/Sec",36 ns (lower is better),"34,629 MBytes/Sec"
250,Corsair CMR16GX4M2C3000C15 8GB,29,18.3,13.7,$136.65*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2C3000C16+8GB&id=11362,"5,057 KOps/Sec","31,250 MBytes/Sec","17,722 MBytes/Sec","12,581 MBytes/Sec",35 ns (lower is better),"36,833 MBytes/Sec"
251,Corsair CMR16GX4M2C3000C16 8GB,30,18.4,14.1,$258.96*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2C3200C16+8GB&id=10776,"4,569 KOps/Sec","29,964 MBytes/Sec","17,993 MBytes/Sec","11,827 MBytes/Sec",37 ns (lower is better),"36,628 MBytes/Sec"
252,Corsair CMR16GX4M2C3200C16 8GB,28,17.6,13.6,$275.36*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2C3466C16+8GB&id=10849,"5,490 KOps/Sec","32,248 MBytes/Sec","19,977 MBytes/Sec","14,550 MBytes/Sec",31 ns (lower is better),"41,028 MBytes/Sec"
253,Corsair CMR16GX4M2C3466C16 8GB,26,19.3,15.5,$369.66*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2C3600C18+8GB&id=11048,"5,638 KOps/Sec","32,718 MBytes/Sec","19,277 MBytes/Sec","14,331 MBytes/Sec",34 ns (lower is better),"38,397 MBytes/Sec"
254,Corsair CMR16GX4M2C3600C18 8GB,28,18.8,14.7,$359.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2D3000C16+8GB&id=12134,"4,279 KOps/Sec","30,442 MBytes/Sec","18,163 MBytes/Sec","10,865 MBytes/Sec",43 ns (lower is better),"34,400 MBytes/Sec"
255,Corsair CMR16GX4M2D3000C16 8GB,27,17.8,13.6,$146.59*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2D3200C16+8GB&id=11441,"4,320 KOps/Sec","30,094 MBytes/Sec","18,277 MBytes/Sec","12,523 MBytes/Sec",36 ns (lower is better),"36,729 MBytes/Sec"
256,Corsair CMR16GX4M2D3200C16 8GB,26,18.8,13.7,$194.38*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR16GX4M2E4266C19+8GB&id=11138,"5,121 KOps/Sec","31,080 MBytes/Sec","16,678 MBytes/Sec","12,467 MBytes/Sec",32 ns (lower is better),"35,663 MBytes/Sec"
257,Corsair CMR16GX4M2Z3200C16 8GB,22,18.7,14.7,$293.34*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M2A2666C16+16GB&id=10857,"4,785 KOps/Sec","29,474 MBytes/Sec","15,688 MBytes/Sec","11,839 MBytes/Sec",38 ns (lower is better),"32,732 MBytes/Sec"
258,Corsair CMR32GX4M2C3000C15 16GB,28,18.9,14.9,$383.69*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M2C3000C16+16GB&id=11978,NA,"30,111 MBytes/Sec","19,282 MBytes/Sec","15,275 MBytes/Sec",20 ns (lower is better),NA
259,Corsair CMR32GX4M2C3200C16 16GB,29,18.7,15.8,$298.28*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M2C3333C16+16GB&id=11468,"6,478 KOps/Sec","33,417 MBytes/Sec","20,822 MBytes/Sec","15,680 MBytes/Sec",34 ns (lower is better),"41,601 MBytes/Sec"
260,Corsair CMR32GX4M2C3333C16 16GB,28,18.1,14.7,$507.67*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M2D3000C16+16GB&id=12417,"6,124 KOps/Sec","33,182 MBytes/Sec","18,871 MBytes/Sec","15,023 MBytes/Sec",30 ns (lower is better),"34,788 MBytes/Sec"
261,Corsair CMR32GX4M2D3000C16 16GB,29,18.9,15.0,$235.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M2F3600C18+16GB&id=12312,"7,685 KOps/Sec","34,632 MBytes/Sec","21,513 MBytes/Sec","16,936 MBytes/Sec",35 ns (lower is better),"46,866 MBytes/Sec"
262,Corsair CMR32GX4M2F3600C18 16GB,25,19.1,16.3,$761.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4A2666C16+8GB&id=10861,"4,699 KOps/Sec","29,306 MBytes/Sec","16,386 MBytes/Sec","12,751 MBytes/Sec",33 ns (lower is better),"33,421 MBytes/Sec"
263,Corsair CMR32GX4M4A2666C16 8GB,32,16.4,12.8,$538.38*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4C3000C15+8GB&id=10406,"5,741 KOps/Sec","31,530 MBytes/Sec","17,453 MBytes/Sec","13,933 MBytes/Sec",36 ns (lower is better),"43,396 MBytes/Sec"
264,Corsair CMR32GX4M4C3000C15 8GB,34,16.7,13.9,$638.54*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4C3000C16+8GB&id=11572,"4,518 KOps/Sec","31,243 MBytes/Sec","16,727 MBytes/Sec","12,489 MBytes/Sec",30 ns (lower is better),"30,679 MBytes/Sec"
265,Corsair CMR32GX4M4C3000C16 8GB,20,19.0,15.5,$764.40*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4C3200C16+8GB&id=11058,"5,592 KOps/Sec","31,548 MBytes/Sec","17,245 MBytes/Sec","13,019 MBytes/Sec",40 ns (lower is better),"40,132 MBytes/Sec"
266,Corsair CMR32GX4M4C3200C16 8GB,26,19.4,15.7,$532.75*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4C3333C16+8GB&id=10699,"5,674 KOps/Sec","31,782 MBytes/Sec","17,974 MBytes/Sec","14,303 MBytes/Sec",34 ns (lower is better),"45,898 MBytes/Sec"
267,Corsair CMR32GX4M4C3333C16 8GB,24,20.0,16.7,$848.06*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4C3466C16+8GB&id=11049,"6,999 KOps/Sec","34,252 MBytes/Sec","21,389 MBytes/Sec","16,945 MBytes/Sec",32 ns (lower is better),"50,415 MBytes/Sec"
268,Corsair CMR32GX4M4C3466C16 8GB,29,19.5,16.4,$523.32*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4C3600C18+8GB&id=11016,"5,644 KOps/Sec","30,855 MBytes/Sec","17,178 MBytes/Sec","14,475 MBytes/Sec",34 ns (lower is better),"41,730 MBytes/Sec"
269,Corsair CMR32GX4M4C3600C18 8GB,31,16.6,14.8,$649.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4D3000C16+8GB&id=12064,"3,616 KOps/Sec","29,061 MBytes/Sec","18,174 MBytes/Sec","11,882 MBytes/Sec",34 ns (lower is better),"39,099 MBytes/Sec"
270,Corsair CMR32GX4M4D3000C16 8GB,23,17.2,14.2,$470.88*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR32GX4M4D3200C16+8GB&id=11393,"6,005 KOps/Sec","31,143 MBytes/Sec","16,596 MBytes/Sec","13,055 MBytes/Sec",36 ns (lower is better),"46,984 MBytes/Sec"
271,Corsair CMR64GX4M4C3000C15 16GB,23,18.4,13.6,$769.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR64GX4M4C3200C16+16GB&id=11198,"6,173 KOps/Sec","31,435 MBytes/Sec","17,527 MBytes/Sec","13,249 MBytes/Sec",47 ns (lower is better),"45,468 MBytes/Sec"
272,Corsair CMR64GX4M4C3200C16 16GB,36,18.5,15.4,$499.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR64GX4M4C3333C16+16GB&id=11929,"6,088 KOps/Sec","34,752 MBytes/Sec","19,682 MBytes/Sec","15,737 MBytes/Sec",31 ns (lower is better),"39,148 MBytes/Sec"
273,Corsair CMR64GX4M8C3000C15 8GB,98,10.7,9.0,$969.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR64GX4M8C3200C16+8GB&id=12480,NA,NA,NA,NA,NA,NA
274,Corsair CMR64GX4M8X3800C19 8GB,51,12.8,13.5,$889.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMRX8GD3000C16R4D+8GB&id=11971,"3,589 KOps/Sec","30,049 MBytes/Sec","18,414 MBytes/Sec","11,253 MBytes/Sec",33 ns (lower is better),"40,014 MBytes/Sec"
275,Corsair CMSO16GX4M1A2133C15 16GB,35,15.2,11.5,$139.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSO16GX4M2A2133C15+8GB&id=8655,"2,552 KOps/Sec","22,226 MBytes/Sec","14,537 MBytes/Sec","10,485 MBytes/Sec",41 ns (lower is better),"26,534 MBytes/Sec"
276,Corsair CMSO16GX4M2A2133C15 8GB,34,14.9,11.0,$444.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSO32GX4M2A2133C15+16GB&id=9091,"2,333 KOps/Sec","21,670 MBytes/Sec","13,361 MBytes/Sec","10,632 MBytes/Sec",43 ns (lower is better),"24,951 MBytes/Sec"
277,Corsair CMSO32GX4M2A2133C15 16GB,42,13.4,10.6,$373.83*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSO4GX4M1A2133C15+4GB&id=9952,NA,"19,554 MBytes/Sec","12,189 MBytes/Sec","8,335 MBytes/Sec",28 ns (lower is better),NA
278,Corsair CMSO4GX4M1A2133C15 4GB,28,12.2,8.3,$38.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSO8GX4M1A2133C15+8GB&id=9107,"2,589 KOps/Sec","22,527 MBytes/Sec","14,502 MBytes/Sec","10,528 MBytes/Sec",42 ns (lower is better),"26,586 MBytes/Sec"
279,Corsair CMSO8GX4M1A2133C15 8GB,38,14.6,10.9,$49.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX16GX4M1A2400C16+16GB&id=12541,"4,395 KOps/Sec","27,204 MBytes/Sec","16,057 MBytes/Sec","12,773 MBytes/Sec",37 ns (lower is better),"31,071 MBytes/Sec"
280,Corsair CMSX16GX4M1A2400C16 16GB,38,15.9,12.6,$125.50*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX16GX4M1A2666C18+16GB&id=13051,"4,160 KOps/Sec","27,521 MBytes/Sec","15,773 MBytes/Sec","13,875 MBytes/Sec",35 ns (lower is better),"32,024 MBytes/Sec"
281,Corsair CMSX16GX4M1A2666C18 16GB,35,15.8,13.9,$73.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX16GX4M1A3200C22+16GB&id=17667,"4,721 KOps/Sec","30,457 MBytes/Sec","17,505 MBytes/Sec","12,889 MBytes/Sec",50 ns (lower is better),"40,118 MBytes/Sec"
282,Corsair CMSX16GX4M1A3200C22 16GB,41,15.6,13.2,$99.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX16GX4M2A2400C16+8GB&id=9176,"3,214 KOps/Sec","25,694 MBytes/Sec","15,355 MBytes/Sec","11,782 MBytes/Sec",41 ns (lower is better),"29,941 MBytes/Sec"
283,Corsair CMSX16GX4M2A2400C16 8GB,37,15.2,12.2,$115.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX16GX4M2A2666C18+8GB&id=9465,"3,584 KOps/Sec","25,166 MBytes/Sec","14,766 MBytes/Sec","11,050 MBytes/Sec",47 ns (lower is better),"31,699 MBytes/Sec"
284,Corsair CMSX16GX4M2A2666C18 8GB,40,14.2,11.9,$99.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX16GX4M2A3000C16+8GB&id=9867,"4,407 KOps/Sec","26,872 MBytes/Sec","16,448 MBytes/Sec","12,006 MBytes/Sec",34 ns (lower is better),"35,640 MBytes/Sec"
285,Corsair CMSX16GX4M2A3000C16 8GB,28,16.3,13.4,$129.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX16GX4M2A3000C18+8GB&id=14174,"3,463 KOps/Sec","27,905 MBytes/Sec","16,322 MBytes/Sec","11,070 MBytes/Sec",40 ns (lower is better),"35,612 MBytes/Sec"
286,Corsair CMSX16GX4M2A3200C22 8GB,40,16.7,14.0,$119.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX32GX4M1A2666C18+32GB&id=14610,"5,122 KOps/Sec","30,688 MBytes/Sec","16,488 MBytes/Sec","13,976 MBytes/Sec",39 ns (lower is better),"32,031 MBytes/Sec"
287,Corsair CMSX32GX4M2A2400C16 16GB,38,14.9,12.6,$137.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX32GX4M2A2666C18+16GB&id=8805,"3,802 KOps/Sec","26,014 MBytes/Sec","15,466 MBytes/Sec","13,152 MBytes/Sec",38 ns (lower is better),"31,345 MBytes/Sec"
288,Corsair CMSX32GX4M2A2666C18 16GB,37,15.2,13.2,$139.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX32GX4M2A2933C19+16GB&id=15552,"4,471 KOps/Sec","30,431 MBytes/Sec","17,567 MBytes/Sec","14,135 MBytes/Sec",36 ns (lower is better),"35,462 MBytes/Sec"
289,Corsair CMSX32GX4M2A3000C16 16GB,32,17.4,14.3,$249.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX32GX4M2A3000C18+16GB&id=13777,"4,705 KOps/Sec","29,269 MBytes/Sec","15,911 MBytes/Sec","13,148 MBytes/Sec",39 ns (lower is better),"33,388 MBytes/Sec"
290,Corsair CMSX32GX4M2A3200C22 16GB,42,15.7,13.0,$219.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX4GX4M1A2400C16+4GB&id=14381,NA,NA,NA,NA,NA,NA
291,Corsair CMSX64GX4M2A2666C18 32GB,40,15.1,13.2,$436.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX64GX4M2A2933C19+32GB&id=15915,"5,323 KOps/Sec","29,902 MBytes/Sec","16,206 MBytes/Sec","14,612 MBytes/Sec",39 ns (lower is better),"36,341 MBytes/Sec"
292,Corsair CMSX64GX4M2A3200C22 32GB,53,15.4,13.7,$499.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX64GX4M4A2400C16+16GB&id=10473,"2,889 KOps/Sec","21,597 MBytes/Sec","14,518 MBytes/Sec","11,993 MBytes/Sec",33 ns (lower is better),"25,793 MBytes/Sec"
293,Corsair CMSX64GX4M4A2400C16 16GB,33,14.5,12.0,$289.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX64GX4M4A2666C18+16GB&id=9805,"5,428 KOps/Sec","30,495 MBytes/Sec","16,157 MBytes/Sec","14,375 MBytes/Sec",35 ns (lower is better),"53,866 MBytes/Sec"
294,Corsair CMSX64GX4M4A2666C18 16GB,35,16.2,14.4,$559.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX8GX4M1A2400C16+8GB&id=11302,"2,985 KOps/Sec","26,156 MBytes/Sec","15,719 MBytes/Sec","10,438 MBytes/Sec",48 ns (lower is better),"30,940 MBytes/Sec"
295,Corsair CMSX8GX4M1A2400C16 8GB,29,15.9,12.3,$38.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX8GX4M1A2666C18+8GB&id=13679,"4,021 KOps/Sec","28,709 MBytes/Sec","16,354 MBytes/Sec","12,711 MBytes/Sec",44 ns (lower is better),"32,619 MBytes/Sec"
296,Corsair CMSX8GX4M2A2400C16 4GB,25,15.1,10.7,$65.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMSX8GX4M2A2666C18+4GB&id=12542,NA,NA,NA,NA,NA,NA
297,Corsair CMSX8GX4M2A2666C18 4GB,30,17.6,12.9,$134.83*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT128GX4M4C3200C16+32GB&id=15877,"7,517 KOps/Sec","34,925 MBytes/Sec","18,594 MBytes/Sec","15,066 MBytes/Sec",46 ns (lower is better),"46,583 MBytes/Sec"
298,Corsair CMT16GX4M2C3000C15 8GB,28,17.2,12.6,$193.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT16GX4M2C3200C14+8GB&id=13646,NA,"28,771 MBytes/Sec","16,954 MBytes/Sec","11,463 MBytes/Sec",35 ns (lower is better),NA
299,Corsair CMT16GX4M2C3200C16 8GB,29,18.1,15.1,$169.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT16GX4M2C3466C16+8GB&id=13797,"5,979 KOps/Sec","28,718 MBytes/Sec","18,209 MBytes/Sec","13,399 MBytes/Sec",35 ns (lower is better),"37,895 MBytes/Sec"
300,Corsair CMT16GX4M2C3600C18 8GB,29,20.4,16.4,$175.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT16GX4M2K3600C16+8GB&id=13269,"5,855 KOps/Sec","29,130 MBytes/Sec","17,177 MBytes/Sec","13,025 MBytes/Sec",38 ns (lower is better),"39,773 MBytes/Sec"
301,Corsair CMT16GX4M2K3600C16 8GB,34,17.6,13.4,$259.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT16GX4M2K4000C19+8GB&id=13385,"6,328 KOps/Sec","32,901 MBytes/Sec","20,219 MBytes/Sec","14,469 MBytes/Sec",38 ns (lower is better),"40,488 MBytes/Sec"
302,Corsair CMT16GX4M2Z3200C16 8GB,30,18.0,14.7,$179.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2C3000C15+16GB&id=13250,"6,443 KOps/Sec","32,792 MBytes/Sec","17,167 MBytes/Sec","13,945 MBytes/Sec",33 ns (lower is better),"34,903 MBytes/Sec"
303,Corsair CMT32GX4M2C3000C15 16GB,30,17.9,15.0,$254.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2C3200C14+16GB&id=14137,"7,912 KOps/Sec","34,339 MBytes/Sec","17,473 MBytes/Sec","15,084 MBytes/Sec",26 ns (lower is better),"40,036 MBytes/Sec"
304,Corsair CMT32GX4M2C3200C16 16GB,28,18.8,15.5,$379.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2C3466C16+16GB&id=13346,"6,342 KOps/Sec","33,556 MBytes/Sec","19,091 MBytes/Sec","14,355 MBytes/Sec",37 ns (lower is better),"39,904 MBytes/Sec"
305,Corsair CMT32GX4M2C3466C16 16GB,30,18.8,14.9,$299.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2C3600C18+16GB&id=15630,"8,049 KOps/Sec","35,676 MBytes/Sec","20,171 MBytes/Sec","16,348 MBytes/Sec",36 ns (lower is better),"42,606 MBytes/Sec"
306,Corsair CMT32GX4M2D3600C18 16GB,34,20.5,15.6,$459.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2E3200C16+16GB&id=16318,"6,740 KOps/Sec","32,967 MBytes/Sec","20,655 MBytes/Sec","15,460 MBytes/Sec",42 ns (lower is better),"44,458 MBytes/Sec"
307,Corsair CMT32GX4M2E3200C16 16GB,40,18.3,15.3,$249.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2G4000C18+16GB&id=20174,"11,092 KOps/Sec","37,246 MBytes/Sec","22,032 MBytes/Sec","17,075 MBytes/Sec",41 ns (lower is better),"48,222 MBytes/Sec"
308,Corsair CMT32GX4M4C3000C15 8GB,22,18.0,14.8,$413.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M4C3200C14+8GB&id=13454,"7,609 KOps/Sec","34,010 MBytes/Sec","18,031 MBytes/Sec","15,041 MBytes/Sec",30 ns (lower is better),"39,474 MBytes/Sec"
309,Corsair CMT32GX4M4C3200C14 8GB,23,18.9,16.9,$519.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M4C3200C16+8GB&id=13195,"6,751 KOps/Sec","33,023 MBytes/Sec","19,480 MBytes/Sec","15,050 MBytes/Sec",34 ns (lower is better),"41,175 MBytes/Sec"
310,Corsair CMT32GX4M4C3200C16 8GB,28,18.7,15.5,$381.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M4C3466C16+8GB&id=13903,"8,449 KOps/Sec","36,801 MBytes/Sec","24,480 MBytes/Sec","18,529 MBytes/Sec",34 ns (lower is better),"53,884 MBytes/Sec"
311,Corsair CMT32GX4M4C3600C18 8GB,32,18.9,16.3,$373.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M4E3200C16+8GB&id=18451,"7,595 KOps/Sec","35,139 MBytes/Sec","21,503 MBytes/Sec","16,592 MBytes/Sec",39 ns (lower is better),"50,441 MBytes/Sec"
312,Corsair CMT32GX4M4K3600C16 8GB,27,21.6,17.0,$529.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M4K4000C19+8GB&id=14811,"7,543 KOps/Sec","33,102 MBytes/Sec","21,060 MBytes/Sec","16,046 MBytes/Sec",44 ns (lower is better),"45,442 MBytes/Sec"
313,Corsair CMT32GX4M4Z3200C16 8GB,27,18.5,16.1,$398.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT64GX4M2C3600C18+32GB&id=16017,"7,892 KOps/Sec","35,426 MBytes/Sec","21,865 MBytes/Sec","16,047 MBytes/Sec",46 ns (lower is better),"43,058 MBytes/Sec"
314,Corsair CMT64GX4M4E3200C16 16GB,32,18.7,13.6,$719.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT64GX4M4K3600C16+16GB&id=14394,"9,585 KOps/Sec","33,153 MBytes/Sec","20,399 MBytes/Sec","15,928 MBytes/Sec",37 ns (lower is better),"73,959 MBytes/Sec"
315,Corsair CMT64GX4M4K3600C18 16GB,34,19.8,15.1,$636.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT64GX4M4Z3600C16+16GB&id=15259,"8,397 KOps/Sec","35,598 MBytes/Sec","24,923 MBytes/Sec","18,169 MBytes/Sec",40 ns (lower is better),"50,153 MBytes/Sec"
316,Corsair CMU16GX4M2A2666C16 8GB,31,16.6,12.5,$213.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU16GX4M2C3000C15+8GB&id=9137,"4,554 KOps/Sec","30,336 MBytes/Sec","17,640 MBytes/Sec","12,300 MBytes/Sec",37 ns (lower is better),"35,206 MBytes/Sec"
317,Corsair CMU16GX4M2C3000C15 8GB,30,18.0,13.7,$159.63*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU16GX4M2C3200C16+8GB&id=9197,"4,752 KOps/Sec","31,108 MBytes/Sec","18,427 MBytes/Sec","13,360 MBytes/Sec",36 ns (lower is better),"36,229 MBytes/Sec"
318,Corsair CMU16GX4M2C3200C16 8GB,27,19.2,15.3,$199.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU16GX4M2D3000C16+8GB&id=12775,"3,646 KOps/Sec","28,473 MBytes/Sec","17,918 MBytes/Sec","12,792 MBytes/Sec",32 ns (lower is better),"37,797 MBytes/Sec"
319,Corsair CMU16GX4M2D3000C16 8GB,20,19.7,14.9,$335.01*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU16GX4M2D3200C16+8GB&id=11675,"4,142 KOps/Sec","28,829 MBytes/Sec","18,897 MBytes/Sec","11,617 MBytes/Sec",34 ns (lower is better),"40,412 MBytes/Sec"
320,Corsair CMU32GX4M2A2666C16 16GB,29,17.3,14.1,$177.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M2C3000C15+16GB&id=9256,"5,353 KOps/Sec","31,501 MBytes/Sec","18,737 MBytes/Sec","13,810 MBytes/Sec",39 ns (lower is better),"34,827 MBytes/Sec"
321,Corsair CMU32GX4M2C3000C15 16GB,32,17.9,14.1,$435.90*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M2C3000C16+16GB&id=11869,NA,"33,086 MBytes/Sec","18,412 MBytes/Sec","13,542 MBytes/Sec",22 ns (lower is better),NA
322,Corsair CMU32GX4M2C3000C16 16GB,22,18.4,13.5,$623.84*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M2C3200C16+16GB&id=9283,"5,183 KOps/Sec","31,249 MBytes/Sec","18,166 MBytes/Sec","13,379 MBytes/Sec",39 ns (lower is better),"35,053 MBytes/Sec"
323,Corsair CMU32GX4M2C3200C16 16GB,30,17.9,13.6,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M2C3333C16+16GB&id=13277,NA,NA,NA,NA,NA,NA
324,Corsair CMU32GX4M2D3200C16 16GB,30,15.0,12.3,$732.22*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M4A2666C16+8GB&id=9620,"4,856 KOps/Sec","30,804 MBytes/Sec","16,899 MBytes/Sec","13,098 MBytes/Sec",36 ns (lower is better),"32,634 MBytes/Sec"
325,Corsair CMU32GX4M4A2666C16 8GB,29,17.3,13.8,$349.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M4C3000C15+8GB&id=9326,"5,261 KOps/Sec","31,533 MBytes/Sec","17,543 MBytes/Sec","13,498 MBytes/Sec",35 ns (lower is better),"36,310 MBytes/Sec"
326,Corsair CMU32GX4M4C3000C15 8GB,33,17.2,13.3,$377.16*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M4C3000C16+8GB&id=12010,"5,195 KOps/Sec","31,324 MBytes/Sec","19,043 MBytes/Sec","12,377 MBytes/Sec",34 ns (lower is better),"40,283 MBytes/Sec"
327,Corsair CMU32GX4M4C3200C16 8GB,28,19.9,14.9,$358.17*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M4C3400C16+8GB&id=9194,"5,953 KOps/Sec","32,328 MBytes/Sec","18,250 MBytes/Sec","13,620 MBytes/Sec",34 ns (lower is better),"48,099 MBytes/Sec"
328,Corsair CMU32GX4M4C3400C16 8GB,30,20.0,15.2,$329.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M4C3466C16+8GB&id=9497,"5,866 KOps/Sec","30,948 MBytes/Sec","18,345 MBytes/Sec","14,567 MBytes/Sec",35 ns (lower is better),"40,045 MBytes/Sec"
329,Corsair CMU32GX4M4C3466C16 8GB,34,15.9,13.2,$349.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU32GX4M4D3000C16+8GB&id=12504,NA,NA,NA,NA,NA,NA
330,Corsair CMU32GX4M4D3000C16 8GB,94,11.1,8.8,$575.48*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU64GX4M4A2666C16+16GB&id=9713,"5,205 KOps/Sec","28,829 MBytes/Sec","15,371 MBytes/Sec","13,254 MBytes/Sec",39 ns (lower is better),"45,764 MBytes/Sec"
331,Corsair CMU64GX4M4A2666C16 16GB,37,15.8,13.1,$699.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU64GX4M4C3000C15+16GB&id=9260,"5,548 KOps/Sec","29,455 MBytes/Sec","16,130 MBytes/Sec","12,896 MBytes/Sec",36 ns (lower is better),"45,143 MBytes/Sec"
